PICKUP,1.647441465832622e+18,1.6474414721607212e+18
ASSEMBLY,1.6474414760742438e+18,1.6474414893217106e+18
ASSEMBLY,1.6474414813859433e+18,1.6474414893217106e+18
ASSEMBLY,1.6474414825816054e+18,1.6474414893217106e+18
ASSEMBLY,1.647441512773851e+18,1.6474415201197302e+18
ASSEMBLY,1.6474415948251402e+18,1.6474415982663729e+18
ASSEMBLY,1.647441599129802e+18,1.6474416023642294e+18
ASSEMBLY,1.6474416044339538e+18,1.6474416058704136e+18
ASSEMBLY,1.6474416077405896e+18,1.6474416105295982e+18
PICKUP,1.647441650593031e+18,1.6474416559514995e+18
PICKUP,1.6474416626097969e+18,1.6474416641452096e+18
PICKUP,1.6474416693156541e+18,1.6474416707063386e+18
PICKUP,1.6474416770779372e+18,1.6474416788169677e+18
PICKUP,1.6474416905268168e+18,1.6474416925113375e+18
BOLT,1.6474416939001096e+18,1.6474417072535572e+18
PICKUP,1.6474417137226437e+18,1.647441727879999e+18
BOLT,1.6474417414164652e+18,1.6474417489504095e+18
BOLT,1.6474417519893197e+18,1.6474417574613235e+18
PICKUP,1.6474417702966418e+18,1.6474417714798574e+18
BOLT,1.6474417763508754e+18,1.6474417831012557e+18
PICKUP,1.6474418647277169e+18,1.647441868051701e+18
SCREW,1.6474418768846067e+18,1.6474418826202048e+18
SCREW,1.6474418971011802e+18,1.6474419077068685e+18
SCREW,1.6474419212320965e+18,1.647441928780199e+18
