PICKUP,1.650468274405134e+18,1.6504682793752804e+18
ASSEMBLY,1.650468286035242e+18,1.6504682905834097e+18
ASSEMBLY,1.6504682919585444e+18,1.6504682958975675e+18
PICKUP,1.6504683095592353e+18,1.6504683134660347e+18
ASSEMBLY,1.6504683145783862e+18,1.650468318821027e+18
ASSEMBLY,1.650468320518386e+18,1.6504683238833144e+18
ASSEMBLY,1.650468356340964e+18,1.650468359733056e+18
ASSEMBLY,1.650468361651569e+18,1.6504683638901972e+18
ASSEMBLY,1.650468366959245e+18,1.6504683691956493e+18
ASSEMBLY,1.6504683708806264e+18,1.6504683724435584e+18
PICKUP,1.6504683976921416e+18,1.6504684022711365e+18
PICKUP,1.6504684373926758e+18,1.6504684398847255e+18
PICKUP,1.6504684833021435e+18,1.6504684854408717e+18
PICKUP,1.6504684890605325e+18,1.6504684914931827e+18
SCREW,1.6504685499392192e+18,1.650468560829449e+18
PICKUP,1.6504685804122406e+18,1.650468582364146e+18
BOLT,1.6504685845333734e+18,1.650468589273879e+18
BOLT,1.650468591988552e+18,1.650468597333374e+18
BOLT,1.650468598397471e+18,1.6504686030814395e+18
PICKUP,1.6504686044049242e+18,1.650468616608888e+18
PICKUP,1.6504687705579139e+18,1.650468772448348e+18
SCREW,1.6504687755654031e+18,1.6504687787026058e+18
SCREW,1.6504687809743406e+18,1.6504687854194662e+18
SCREW,1.6504687889365053e+18,1.6504687929655357e+18
