IDLE,1.6461448926627924e+18,1.646144907069797e+18
HANDOVER,1.646144909736156e+18,1.6461449150626286e+18
PICKUP,1.6461449162263805e+18,1.6461449175293445e+18
ASSEMBLY,1.6461449169431736e+18,1.6461449237545664e+18
PICKUP,1.6461449246038513e+18,1.6461449256399926e+18
ASSEMBLY,1.6461449249044585e+18,1.6461449292827965e+18
IDLE,1.6461449412274253e+18,1.6461449460190326e+18
HANDOVER,1.646144947883185e+18,1.6461449563195041e+18
ASSEMBLY,1.6461449594997435e+18,1.646144965792728e+18
PICKUP,1.646144993499242e+18,1.646144995283335e+18
ASSEMBLY,1.6461449950452326e+18,1.6461449974350036e+18
ASSEMBLY,1.6461449991458107e+18,1.6461450015872246e+18
PICKUP,1.6461450074619548e+18,1.646145008281761e+18
ASSEMBLY,1.6461450086151196e+18,1.6461450123013184e+18
HANDOVER,1.6461450307854743e+18,1.6461450329756992e+18
PICKUP,1.6461450388250324e+18,1.6461450404411712e+18
HANDOVER,1.6461450684867328e+18,1.646145072027525e+18
BOLT,1.6461450871408323e+18,1.6461451027118292e+18
BOLT,1.6461451069018012e+18,1.6461451178837455e+18
BOLT,1.6461451211208822e+18,1.646145146077084e+18
HANDOVER,1.646145306186321e+18,1.646145308925482e+18
SCREW,1.6461453413271718e+18,1.6461453523770819e+18
PICKUP,1.6461453527581356e+18,1.6461453536807063e+18
SCREW,1.6461453736657288e+18,1.6461453804395453e+18
SCREW,1.6461453915359875e+18,1.6461454015347853e+18
