PICKUP,1.6487371166358382e+18,1.6487371227846615e+18
ASSEMBLY,1.6487371411700582e+18,1.648737144816564e+18
PICKUP,1.6487371588447923e+18,1.6487371643925353e+18
ASSEMBLY,1.6487371661596447e+18,1.648737170649166e+18
ASSEMBLY,1.6487371711937357e+18,1.6487371748068564e+18
ASSEMBLY,1.6487371994464448e+18,1.6487372036300918e+18
ASSEMBLY,1.648737205690999e+18,1.6487372084345193e+18
ASSEMBLY,1.6487372090197873e+18,1.64873721308413e+18
PICKUP,1.648737244569423e+18,1.6487372512073981e+18
PICKUP,1.6487372664796442e+18,1.648737268741374e+18
PICKUP,1.6487372697343153e+18,1.648737270948006e+18
PICKUP,1.6487372764432046e+18,1.6487372782273388e+18
PICKUP,1.6487372833594033e+18,1.6487372844938017e+18
SCREW,1.6487373004770179e+18,1.6487373054677565e+18
SCREW,1.6487373977967854e+18,1.6487373998084846e+18
SCREW,1.6487374022282947e+18,1.648737406566976e+18
SCREW,1.6487374157239624e+18,1.6487374189119299e+18
SCREW,1.6487374225548306e+18,1.6487374263188157e+18
PICKUP,1.6487374435639926e+18,1.6487374459894075e+18
BOLT,1.6487374488194255e+18,1.648737459607113e+18
PICKUP,1.648737466433345e+18,1.648737478038212e+18
BOLT,1.6487374925641234e+18,1.6487374976062093e+18
BOLT,1.648737500525529e+18,1.648737508366223e+18
BOLT,1.648737521610921e+18,1.6487375268485975e+18
BOLT,1.6487375282584458e+18,1.6487375313703667e+18
BOLT,1.6487375342745219e+18,1.6487375375430735e+18
PICKUP,1.6487376376050862e+18,1.6487376412338081e+18
SCREW,1.648737643305724e+18,1.6487376465443581e+18
SCREW,1.6487376472123994e+18,1.6487376544572639e+18
SCREW,1.6487376563746765e+18,1.6487376622584456e+18
SCREW,1.6487376642860431e+18,1.6487376690686405e+18
SCREW,1.6487376725914212e+18,1.6487376870018798e+18
