IDLE,1.645022923672242e+18,1.6450229401359055e+18
HANDOVER,1.6450229417452508e+18,1.6450229480950676e+18
PICKUP,1.6450229497748562e+18,1.6450229508474412e+18
ASSEMBLY,1.6450229519090537e+18,1.6450229570048463e+18
ASSEMBLY,1.645022959692607e+18,1.645022965913047e+18
IDLE,1.6450229679283686e+18,1.6450229791828634e+18
PICKUP,1.6450229801443617e+18,1.6450229844871045e+18
ASSEMBLY,1.645022987254895e+18,1.645022995411821e+18
PICKUP,1.645022996220619e+18,1.6450229968278638e+18
ASSEMBLY,1.645023051986212e+18,1.6450230565744696e+18
ASSEMBLY,1.645023056840961e+18,1.6450230610466644e+18
ASSEMBLY,1.6450230612972792e+18,1.6450230650885204e+18
HANDOVER,1.6450231354900713e+18,1.64502313872886e+18
SCREW,1.6450231475050716e+18,1.6450231509943196e+18
SCREW,1.6450231524139732e+18,1.6450231556033364e+18
SCREW,1.645023158622863e+18,1.6450231608073283e+18
SCREW,1.6450232057302633e+18,1.6450232098107333e+18
PICKUP,1.6450232294950497e+18,1.645023229943112e+18
BOLT,1.6450232309617464e+18,1.64502324220591e+18
BOLT,1.6450232600994125e+18,1.6450232694461565e+18
BOLT,1.6450232711644078e+18,1.6450232804615567e+18
HANDOVER,1.6450233439543025e+18,1.6450233575524257e+18
HANDOVER,1.6450233824512417e+18,1.645023384789647e+18
SCREW,1.645023473418686e+18,1.6450234821635374e+18
SCREW,1.6450234841297267e+18,1.6450234900532306e+18
