IDLE,1.6487137337061225e+18,1.6487137473081946e+18
HANDOVER,1.6487137505791278e+18,1.6487137580221215e+18
ASSEMBLY,1.64871375994251e+18,1.6487137652337065e+18
ASSEMBLY,1.6487137668993866e+18,1.6487137735383562e+18
HANDOVER,1.6487137901755336e+18,1.648713799672344e+18
ASSEMBLY,1.6487138019929357e+18,1.648713810089021e+18
ASSEMBLY,1.6487138110563835e+18,1.6487138172507743e+18
ASSEMBLY,1.6487138328743665e+18,1.6487138375665992e+18
ASSEMBLY,1.6487138403427476e+18,1.6487138448270154e+18
ASSEMBLY,1.648713845995583e+18,1.6487138489373005e+18
HANDOVER,1.648713871176219e+18,1.6487138762703365e+18
PICKUP,1.6487139330509678e+18,1.6487139356928092e+18
PICKUP,1.6487139433173046e+18,1.648713944608844e+18
PICKUP,1.6487139577853932e+18,1.6487139594893018e+18
PICKUP,1.6487139647244163e+18,1.6487141800501425e+18
HANDOVER,1.6487139975843346e+18,1.648713999471583e+18
BOLT,1.6487140038462833e+18,1.6487140141932257e+18
HANDOVER,1.6487140208710275e+18,1.6487140351191667e+18
BOLT,1.648714103719888e+18,1.6487141104152604e+18
BOLT,1.6487141207898345e+18,1.648714136097141e+18
BOLT,1.648714144167704e+18,1.6487141586250913e+18
PICKUP,1.6487141783143777e+18,1.6487141800501425e+18
PICKUP,1.6487141835683653e+18,1.648714185056807e+18
PICKUP,1.6487141901284872e+18,1.6487141917678991e+18
BOLT,1.6487141964376392e+18,1.6487142081373588e+18
BOLT,1.6487142098092147e+18,1.6487142238098906e+18
BOLT,1.6487142267236017e+18,1.6487142362228362e+18
BOLT,1.6487142403390474e+18,1.6487142492435907e+18
SCREW,1.6487143663458947e+18,1.64871438393253e+18
SCREW,1.6487144018938934e+18,1.6487144074862533e+18
SCREW,1.6487144189126733e+18,1.6487144255107103e+18
