IDLE,1.6467305905561242e+18,1.6467305936497157e+18
HANDOVER,1.646730600067991e+18,1.6467306059107986e+18
ASSEMBLY,1.6467306104287324e+18,1.6467306142221765e+18
ASSEMBLY,1.6467306163230147e+18,1.6467306208319854e+18
HANDOVER,1.646730638916356e+18,1.6467306435278743e+18
ASSEMBLY,1.646730644568898e+18,1.6467306508673492e+18
ASSEMBLY,1.646730652058087e+18,1.6467306576764595e+18
ASSEMBLY,1.6467306868241318e+18,1.6467306894130924e+18
ASSEMBLY,1.6467306908308687e+18,1.6467306930184338e+18
ASSEMBLY,1.6467306950826084e+18,1.6467306977635034e+18
ASSEMBLY,1.646730698805811e+18,1.6467307014304115e+18
PICKUP,1.646730785447335e+18,1.646730786908325e+18
SCREW,1.6467307878513175e+18,1.6467307929255148e+18
PICKUP,1.646730793061471e+18,1.6467307939935974e+18
PICKUP,1.646730798413919e+18,1.6467308004556316e+18
SCREW,1.6467308518275556e+18,1.6467308571387359e+18
SCREW,1.646730868150087e+18,1.646730878303453e+18
SCREW,1.6467308998921892e+18,1.6467309044351688e+18
HANDOVER,1.6467309237750351e+18,1.646730925907744e+18
HANDOVER,1.6467309485502019e+18,1.6467309612039506e+18
BOLT,1.6467310225448463e+18,1.6467310273355835e+18
BOLT,1.6467310339615378e+18,1.6467310403528445e+18
BOLT,1.64673104645339e+18,1.6467310550733284e+18
BOLT,1.6467310581365906e+18,1.6467310639843976e+18
PICKUP,1.646731141745154e+18,1.6467311427116746e+18
PICKUP,1.6467311466097764e+18,1.6467311477905856e+18
PICKUP,1.6467311532548667e+18,1.6467311553926339e+18
SCREW,1.646731217021095e+18,1.6467312240308884e+18
SCREW,1.6467312355123098e+18,1.6467312402071813e+18
SCREW,1.64673124246631e+18,1.6467312466652984e+18
