PICKUP,1.6481361925527252e+18,1.648136198798688e+18
ASSEMBLY,1.6481362012165217e+18,1.6481362043073505e+18
ASSEMBLY,1.6481362047203505e+18,1.6481362117163633e+18
ASSEMBLY,1.6481362129248993e+18,1.6481362159143898e+18
ASSEMBLY,1.6481362163975816e+18,1.6481362193746376e+18
PICKUP,1.6481362326998753e+18,1.6481362400548567e+18
ASSEMBLY,1.648136240410864e+18,1.648136242602328e+18
ASSEMBLY,1.6481362430815473e+18,1.648136244954003e+18
ASSEMBLY,1.6481362457233684e+18,1.6481362479084977e+18
ASSEMBLY,1.6481362481264305e+18,1.6481362522127078e+18
ASSEMBLY,1.648136272351489e+18,1.6481362755451305e+18
ASSEMBLY,1.648136278661435e+18,1.6481362819479037e+18
ASSEMBLY,1.6481362832666012e+18,1.6481362863566497e+18
ASSEMBLY,1.6481362902277327e+18,1.6481362942176612e+18
PICKUP,1.6481363116002324e+18,1.6481363153951168e+18
SCREW,1.648136337180471e+18,1.6481363407232102e+18
SCREW,1.6481363496509676e+18,1.6481363582826557e+18
SCREW,1.648136366469382e+18,1.6481363753957207e+18
SCREW,1.6481363917044257e+18,1.6481363984888896e+18
PICKUP,1.6481364061677919e+18,1.648136409558722e+18
PICKUP,1.6481364173909396e+18,1.648136420427986e+18
PICKUP,1.6481364493736776e+18,1.6481364505619697e+18
PICKUP,1.648136484565534e+18,1.6481364865596426e+18
BOLT,1.6481364890770294e+18,1.6481364953692122e+18
BOLT,1.6481364972345175e+18,1.648136500825108e+18
PICKUP,1.6481365064218934e+18,1.648136519521915e+18
BOLT,1.648136525522586e+18,1.648136531165202e+18
BOLT,1.6481365352298547e+18,1.6481365399729528e+18
PICKUP,1.648136545847469e+18,1.648136547485885e+18
SCREW,1.6481366610884836e+18,1.6481366712877043e+18
SCREW,1.6481367112040515e+18,1.6481367205501568e+18
SCREW,1.648136735730609e+18,1.648136750987022e+18
