PICKUP,1.6469948024865981e+18,1.6469948116059057e+18
ASSEMBLY,1.6469948200062257e+18,1.6469948226967762e+18
PICKUP,1.6469948412856397e+18,1.6469948507280394e+18
ASSEMBLY,1.6469948613558024e+18,1.6469948688070904e+18
ASSEMBLY,1.646994872126885e+18,1.6469948827736927e+18
ASSEMBLY,1.6469948937465907e+18,1.6469948965637007e+18
ASSEMBLY,1.6469948984591363e+18,1.6469949025944865e+18
ASSEMBLY,1.6469949123231363e+18,1.6469949155655153e+18
PICKUP,1.646994923536844e+18,1.6469949296313004e+18
PICKUP,1.6469950216644959e+18,1.6469950236846162e+18
SCREW,1.6469950270735e+18,1.6469950295375572e+18
PICKUP,1.6469950321243374e+18,1.64699503326056e+18
SCREW,1.6469950349358303e+18,1.6469950379682404e+18
SCREW,1.6469950981564943e+18,1.646995104949919e+18
PICKUP,1.6469951141772027e+18,1.6469951158636227e+18
SCREW,1.646995117489051e+18,1.6469951330862426e+18
PICKUP,1.6469951571270098e+18,1.6469951584652703e+18
SCREW,1.6469951598308165e+18,1.6469951730342346e+18
SCREW,1.6469951765519762e+18,1.6469951882077018e+18
PICKUP,1.64699519332281e+18,1.6469951945606026e+18
PICKUP,1.6469952357251128e+18,1.6469952374667666e+18
BOLT,1.6469952482469586e+18,1.6469952527356713e+18
PICKUP,1.6469952566018452e+18,1.6469952709570493e+18
BOLT,1.6469952891006016e+18,1.646995293036417e+18
BOLT,1.6469953167770652e+18,1.6469953216763763e+18
BOLT,1.6469953246866696e+18,1.6469953327698836e+18
PICKUP,1.6469955229183447e+18,1.6469955251220127e+18
SCREW,1.6469955416139825e+18,1.6469955537103378e+18
SCREW,1.6469955632854543e+18,1.646995572936605e+18
SCREW,1.646995583852455e+18,1.646995604292751e+18
