PICKUP,1.6473519026340716e+18,1.647351910681431e+18
ASSEMBLY,1.6473519203105116e+18,1.6473519259869586e+18
PICKUP,1.6473519420072963e+18,1.6473519494347674e+18
ASSEMBLY,1.64735195793482e+18,1.6473519630051873e+18
ASSEMBLY,1.6473520230766945e+18,1.6473520248668854e+18
ASSEMBLY,1.6473520297322048e+18,1.647352034022238e+18
PICKUP,1.6473521183763436e+18,1.647352127628771e+18
PICKUP,1.6473521406133583e+18,1.6473521452529244e+18
PICKUP,1.6473521552316431e+18,1.647352158624029e+18
PICKUP,1.6473522309268142e+18,1.647352232267896e+18
PICKUP,1.6473522638170683e+18,1.647352264957789e+18
PICKUP,1.6473522802450314e+18,1.6473522818287982e+18
BOLT,1.6473523174824087e+18,1.647352330679477e+18
BOLT,1.647352339298864e+18,1.6473523513524954e+18
BOLT,1.6473523607312328e+18,1.6473523733671462e+18
BOLT,1.6473523784088748e+18,1.647352389972479e+18
PICKUP,1.6473524105505326e+18,1.6473524232525944e+18
PICKUP,1.6473524483949212e+18,1.6473524517885123e+18
SCREW,1.6473525238436682e+18,1.6473525319936492e+18
SCREW,1.6473525437738678e+18,1.6473525521698573e+18
SCREW,1.6473525594609974e+18,1.6473525659815396e+18
SCREW,1.6473525754151378e+18,1.6473525824591217e+18
