IDLE,1.6496859360032676e+18,1.6496859475464566e+18
HANDOVER,1.6496859480608783e+18,1.649685954300241e+18
ASSEMBLY,1.649685954515485e+18,1.649685960160175e+18
ASSEMBLY,1.6496859613269972e+18,1.6496859633736018e+18
HANDOVER,1.649685986254482e+18,1.6496859919057976e+18
ASSEMBLY,1.6496859928584381e+18,1.6496859986553196e+18
ASSEMBLY,1.6496860001775514e+18,1.6496860039950956e+18
ASSEMBLY,1.6496860329140396e+18,1.6496860345771976e+18
ASSEMBLY,1.6496860366639695e+18,1.6496860384531602e+18
ASSEMBLY,1.6496860400184297e+18,1.6496860438650445e+18
ASSEMBLY,1.649686045129114e+18,1.6496860469146752e+18
HANDOVER,1.6496860745337329e+18,1.649686079378292e+18
PICKUP,1.6496860853246927e+18,1.649686086566539e+18
PICKUP,1.6496860887776796e+18,1.649686089967148e+18
PICKUP,1.6496860908633756e+18,1.649686092857328e+18
PICKUP,1.6496860941369623e+18,1.6496860965177405e+18
HANDOVER,1.6496861121089293e+18,1.6496861156371942e+18
BOLT,1.6496861202679014e+18,1.649686126010989e+18
HANDOVER,1.6496861355883054e+18,1.6496861454000625e+18
BOLT,1.6496861595686198e+18,1.6496861683620383e+18
BOLT,1.6496861728837422e+18,1.649686179121709e+18
BOLT,1.6496861937571436e+18,1.6496862001532813e+18
BOLT,1.6496862043223908e+18,1.6496862124658035e+18
HANDOVER,1.649686276859857e+18,1.649686279650563e+18
SCREW,1.6496862916331584e+18,1.6496863052780692e+18
SCREW,1.6496863072526275e+18,1.649686311390148e+18
SCREW,1.649686312634713e+18,1.649686317895053e+18
