PICKUP,1.6505555390333087e+18,1.6505555491264576e+18
ASSEMBLY,1.6505555536962962e+18,1.6505555603397908e+18
ASSEMBLY,1.6505555612543657e+18,1.6505555702027932e+18
PICKUP,1.650555577426206e+18,1.6505555821668984e+18
ASSEMBLY,1.650555583032623e+18,1.6505555880241037e+18
ASSEMBLY,1.6505555887897677e+18,1.6505555922788785e+18
ASSEMBLY,1.6505556237910313e+18,1.6505556313255194e+18
ASSEMBLY,1.650555632412146e+18,1.650555636487665e+18
ASSEMBLY,1.650555637304635e+18,1.6505556405938028e+18
PICKUP,1.6505556633876073e+18,1.650555667422081e+18
PICKUP,1.6505556739905654e+18,1.650555676634031e+18
PICKUP,1.6505556885107968e+18,1.6505556906559206e+18
PICKUP,1.6505556986752082e+18,1.65055570080466e+18
SCREW,1.6505557319002755e+18,1.6505557359131016e+18
SCREW,1.6505557386750513e+18,1.6505557423665953e+18
SCREW,1.6505557473901036e+18,1.6505557534300188e+18
SCREW,1.6505557565495352e+18,1.6505557582403323e+18
PICKUP,1.6505557752233638e+18,1.6505557776147773e+18
BOLT,1.6505557802253535e+18,1.6505557968348452e+18
PICKUP,1.6505557985545482e+18,1.6505558121566687e+18
BOLT,1.6505558237829668e+18,1.6505558396351288e+18
BOLT,1.650555841606617e+18,1.6505558495489352e+18
BOLT,1.6505558532714831e+18,1.65055586417185e+18
PICKUP,1.650555928265678e+18,1.6505559306399465e+18
SCREW,1.6505560064691666e+18,1.650556015719448e+18
SCREW,1.6505560291452122e+18,1.6505560416531077e+18
SCREW,1.6505560450627003e+18,1.6505560541116557e+18
