PICKUP,1.646731860345339e+18,1.646731865642523e+18
ASSEMBLY,1.646731868764663e+18,1.6467318735561382e+18
ASSEMBLY,1.6467318749645235e+18,1.6467318794584474e+18
PICKUP,1.6467318993445294e+18,1.646731906334741e+18
ASSEMBLY,1.6467319095052984e+18,1.64673191304883e+18
ASSEMBLY,1.646731915464201e+18,1.646731919799267e+18
ASSEMBLY,1.6467319488545551e+18,1.6467319506918461e+18
ASSEMBLY,1.646731952109559e+18,1.646731954300442e+18
ASSEMBLY,1.6467319551712538e+18,1.646731957505299e+18
ASSEMBLY,1.6467319581679186e+18,1.646731959904492e+18
PICKUP,1.6467319847001032e+18,1.6467319876245798e+18
PICKUP,1.6467320219978465e+18,1.646732025437653e+18
BOLT,1.64673203456444e+18,1.646732045263279e+18
SCREW,1.6467320990908698e+18,1.6467321067392264e+18
BOLT,1.646732110251829e+18,1.6467321146990505e+18
BOLT,1.646732264860167e+18,1.6467322726533952e+18
BOLT,1.646732275217248e+18,1.6467322799569375e+18
BOLT,1.6467322825277919e+18,1.646732288008215e+18
BOLT,1.6467323185677714e+18,1.6467323259129994e+18
BOLT,1.646732331643609e+18,1.6467323413892293e+18
PICKUP,1.646732396067174e+18,1.6467324098142362e+18
SCREW,1.646732465118413e+18,1.646732468226057e+18
SCREW,1.6467324710086446e+18,1.6467324756520899e+18
SCREW,1.6467324791681518e+18,1.646732489624153e+18
SCREW,1.646732500146126e+18,1.6467325051891438e+18
