PICKUP,1.64493189448286e+18,1.6449319027801562e+18
PICKUP,1.6449319058463073e+18,1.6449319070585203e+18
ASSEMBLY,1.6449319090987162e+18,1.6449319306137592e+18
PICKUP,1.644931938433058e+18,1.644931947534412e+18
PICKUP,1.644931948097344e+18,1.644931948986717e+18
ASSEMBLY,1.6449319525516293e+18,1.6449319584240282e+18
PICKUP,1.6449319587280264e+18,1.6449319594714593e+18
ASSEMBLY,1.6449319603460677e+18,1.644931970363351e+18
ASSEMBLY,1.6449320205099116e+18,1.6449320263827584e+18
PICKUP,1.6449320296843238e+18,1.644932031138787e+18
ASSEMBLY,1.644932031699289e+18,1.644932034743147e+18
PICKUP,1.6449320330572685e+18,1.6449320354358945e+18
ASSEMBLY,1.6449320358043878e+18,1.644932039147486e+18
PICKUP,1.644932191834791e+18,1.6449321983009728e+18
SCREW,1.644932344017345e+18,1.6449323492354698e+18
SCREW,1.6449323537582344e+18,1.6449323606024916e+18
SCREW,1.6449323953011843e+18,1.6449323994966538e+18
PICKUP,1.6449324273492014e+18,1.6449324312906079e+18
BOLT,1.6449324473246845e+18,1.644932450793412e+18
PICKUP,1.6449324518814943e+18,1.6449324640733576e+18
BOLT,1.644932477311984e+18,1.6449324875563118e+18
BOLT,1.6449325009356588e+18,1.6449325154941624e+18
BOLT,1.6449326406223537e+18,1.644932658673019e+18
