IDLE,1.6475985597242895e+18,1.6475985682710822e+18
HANDOVER,1.6475985750621345e+18,1.647598581606794e+18
ASSEMBLY,1.6475985822773972e+18,1.6475985862367217e+18
ASSEMBLY,1.647598587181872e+18,1.647598590720432e+18
HANDOVER,1.64759861427018e+18,1.647598620206368e+18
ASSEMBLY,1.64759862119455e+18,1.6475986242088215e+18
ASSEMBLY,1.6475986251794273e+18,1.647598628417997e+18
ASSEMBLY,1.6475986596283791e+18,1.647598661069727e+18
ASSEMBLY,1.6475986619590047e+18,1.6475986631090435e+18
ASSEMBLY,1.6475986635704133e+18,1.6475986649666217e+18
ASSEMBLY,1.6475986654467533e+18,1.6475986673738074e+18
HANDOVER,1.6475987081801157e+18,1.6475987123717181e+18
PICKUP,1.647598796940394e+18,1.6475987991620416e+18
PICKUP,1.6475988076055782e+18,1.6475988099467628e+18
HANDOVER,1.6475988343901809e+18,1.6475988371773793e+18
BOLT,1.6475988391959386e+18,1.6475988437890806e+18
BOLT,1.647598848056142e+18,1.647598855956964e+18
HANDOVER,1.647598857218079e+18,1.6475988703706747e+18
BOLT,1.647598871387127e+18,1.6475988754238595e+18
BOLT,1.6475988769733578e+18,1.6475988826427587e+18
BOLT,1.6475989070742528e+18,1.6475989133235533e+18
HANDOVER,1.647599018319159e+18,1.647599020355927e+18
SCREW,1.6475990262174413e+18,1.647599034070038e+18
SCREW,1.6475990358881756e+18,1.6475990408758382e+18
SCREW,1.6475990533102054e+18,1.6475990590978647e+18
SCREW,1.6475990624731256e+18,1.6475990689158257e+18
