PICKUP,1.6455446405362324e+18,1.6455446460154624e+18
PICKUP,1.645544648192964e+18,1.6455446491802232e+18
ASSEMBLY,1.645544649640349e+18,1.6455446568870915e+18
ASSEMBLY,1.6455446585594767e+18,1.6455446623433308e+18
PICKUP,1.6455446797834555e+18,1.6455446897269386e+18
PICKUP,1.6455447251396045e+18,1.6455447269313078e+18
ASSEMBLY,1.6455447268926003e+18,1.6455447337682412e+18
ASSEMBLY,1.6455447364042237e+18,1.6455447424961692e+18
PICKUP,1.645544764087479e+18,1.6455447669320184e+18
BOLT,1.6455449061169252e+18,1.6455449168951273e+18
BOLT,1.6455449182306926e+18,1.6455449281849068e+18
BOLT,1.64554493005161e+18,1.645544940898907e+18
BOLT,1.6455449735011425e+18,1.64554498126423e+18
PICKUP,1.6455450458426127e+18,1.645545046881704e+18
PICKUP,1.6455450810857329e+18,1.6455450838759235e+18
SCREW,1.6455451127363796e+18,1.6455451209631252e+18
SCREW,1.6455451226855562e+18,1.645545131529321e+18
SCREW,1.64554514316404e+18,1.645545151110077e+18
