HANDOVER,1.6469910796700887e+18,1.6469910859280906e+18
ASSEMBLY,1.6469910878506107e+18,1.6469911001290304e+18
ASSEMBLY,1.6469911022954798e+18,1.6469911061011843e+18
PICKUP,1.6469911182779937e+18,1.6469911247265014e+18
ASSEMBLY,1.6469911277361183e+18,1.6469911337864274e+18
ASSEMBLY,1.6469911356712916e+18,1.6469911445975736e+18
ASSEMBLY,1.6469911646361075e+18,1.6469911669770358e+18
ASSEMBLY,1.646991170795464e+18,1.646991172981654e+18
HANDOVER,1.6469912119488845e+18,1.6469912190942228e+18
PICKUP,1.6469912617431048e+18,1.64699126277937e+18
PICKUP,1.6469914326586043e+18,1.6469914338256855e+18
BOLT,1.6469914371111432e+18,1.6469914504106084e+18
BOLT,1.6469914781705728e+18,1.646991488462754e+18
PICKUP,1.6469914971027085e+18,1.6469914992177288e+18
BOLT,1.6469915062480036e+18,1.646991523695532e+18
PICKUP,1.6469915246451904e+18,1.6469915258498004e+18
BOLT,1.646991529833365e+18,1.6469915393799982e+18
HANDOVER,1.6469915876565507e+18,1.6469915982526917e+18
SCREW,1.6469916435196598e+18,1.6469916496671777e+18
SCREW,1.6469916640507822e+18,1.646991672790491e+18
SCREW,1.6469916846233953e+18,1.646991693869303e+18
