PICKUP,1.6475966793165005e+18,1.647596686157723e+18
ASSEMBLY,1.6475966922727534e+18,1.6475966966692877e+18
ASSEMBLY,1.6475966974316961e+18,1.647596700463009e+18
PICKUP,1.6475967202116178e+18,1.6475967237491602e+18
ASSEMBLY,1.6475967240199823e+18,1.6475967313097157e+18
ASSEMBLY,1.6475967322690202e+18,1.6475967385390595e+18
ASSEMBLY,1.6475967634124372e+18,1.6475967652030318e+18
ASSEMBLY,1.6475967666148733e+18,1.6475967689534963e+18
ASSEMBLY,1.6475967700443448e+18,1.6475967716573066e+18
ASSEMBLY,1.6475967754257352e+18,1.647596777464405e+18
PICKUP,1.6475968029119227e+18,1.6475968061008617e+18
PICKUP,1.6475968121709294e+18,1.6475968138582564e+18
PICKUP,1.6475968285365138e+18,1.6475968302227405e+18
PICKUP,1.647596839950444e+18,1.647596843195607e+18
PICKUP,1.6475968668853458e+18,1.6475968779106803e+18
PICKUP,1.6475968881657997e+18,1.6475968895496579e+18
PICKUP,1.6475968947731418e+18,1.647596896204481e+18
BOLT,1.6475969175548416e+18,1.647596920437543e+18
SCREW,1.6475969371676598e+18,1.6475969389618232e+18
SCREW,1.6475969419234345e+18,1.6475969442142822e+18
BOLT,1.6475969466367867e+18,1.6475969516743304e+18
BOLT,1.6475969527860237e+18,1.6475969566323832e+18
BOLT,1.6475969579009969e+18,1.6475969625647844e+18
BOLT,1.64759696396132e+18,1.6475969693061642e+18
SCREW,1.6475970642463414e+18,1.6475970691921336e+18
SCREW,1.647597071507328e+18,1.6475970766934536e+18
SCREW,1.6475970785695836e+18,1.6475970839607432e+18
SCREW,1.6475970867802396e+18,1.6475970903706143e+18
