PICKUP,1.6469064625757117e+18,1.6469064701209295e+18
ASSEMBLY,1.646906474784123e+18,1.6469064807373059e+18
ASSEMBLY,1.646906484653845e+18,1.646906489448933e+18
PICKUP,1.646906501075479e+18,1.6469065101669542e+18
ASSEMBLY,1.6469065109381568e+18,1.6469065141711007e+18
ASSEMBLY,1.6469065154920768e+18,1.6469065186377715e+18
ASSEMBLY,1.6469065464315817e+18,1.6469065477653965e+18
ASSEMBLY,1.6469065550929403e+18,1.6469065567773366e+18
ASSEMBLY,1.6469065653061312e+18,1.6469065670440684e+18
ASSEMBLY,1.6469065684080474e+18,1.6469065705023404e+18
PICKUP,1.6469065919347738e+18,1.6469065983840236e+18
SCREW,1.6469066058044326e+18,1.6469066081394342e+18
SCREW,1.6469066157150595e+18,1.6469066189051978e+18
SCREW,1.6469066210786552e+18,1.6469066259655386e+18
SCREW,1.6469066315887588e+18,1.6469066368823178e+18
SCREW,1.6469066466540104e+18,1.6469066491841759e+18
SCREW,1.6469066537662228e+18,1.6469066582045386e+18
BOLT,1.6469066963175e+18,1.6469067040520576e+18
BOLT,1.6469067059337152e+18,1.6469067158329347e+18
BOLT,1.6469067208971492e+18,1.6469067386380867e+18
BOLT,1.646906755642548e+18,1.64690676259057e+18
PICKUP,1.6469067880856074e+18,1.6469067993860787e+18
PICKUP,1.6469068243887647e+18,1.646906826870536e+18
PICKUP,1.6469068451061207e+18,1.646906846697786e+18
PICKUP,1.6469068541663235e+18,1.646906855206498e+18
PICKUP,1.6469068579177772e+18,1.6469068589386204e+18
PICKUP,1.6469068609778058e+18,1.6469068618574676e+18
SCREW,1.6469069161434486e+18,1.646906923989672e+18
SCREW,1.6469069311079706e+18,1.6469069354072676e+18
SCREW,1.6469069491377418e+18,1.646906958234462e+18
SCREW,1.6469069663108012e+18,1.6469069744025224e+18
